titulo	texto	target
A Astronomia chegou à vila	Com a ajuda e explicação dos astrónomos e telescópios apropriados, iremos contemplar o céu nocturno visível de uma grande cidade, tal como, a Lua, planetas, estrelas principais (constelações).   Venha descobrir o céu nocturno da cidade visto com telescópios, observando a Lua, planetas e estrelas principais - as constelações  CIPA - Quinta do Conde	1
Astronomia para todos no CIPA da Quinta do Conde	Construção em maqueta de um modelo do Sistema Solar em que se explica o seu funcionamento, diferenças entre planetas e as suas órbitas permitindo uma forte interacção em que os participantes serão desafiados pelos astrónomos a responder a perguntas.        Venha participar na construção da maqueta do Sistema Solar e descobrir o Universo que nos rodeia.    CIPA - Quinta do Conde	1
Astronomia para todos no mercado da Quinta do Conde	Construção em maqueta de um modelo do Sistema Solar em que se explica o seu funcionamento, diferenças entre planetas e as suas órbitas, permitindo deste modo uma forte interacção em que os participantes serão desafiados pelos astrónomos a responder a perguntas.          Venha participar na construção da maqueta do Sistema Solar e descobrir o Universo que nos rodeia.  Mercado - Quinta do Conde	1
Binóculos e telescópios	Observação e explicação dos objectos celestes observáveis, tais como Lua, planetas e enxames de estrelas, com a particularidade dos participantes poderem levar algum equipamento, ainda que amador, para aprenderem a usá-lo melhor.    Observação da Lua, planetas visíveis e enxames de estrelas. Traga também de casa o seu equipamento e aproveite a presença dos astrónomos para aprender mais sobre o céu!    Instituto Português da Juventude (IPJ), Moscavide	1
O céu da cidade	Com telescópios apropriados, iremos contemplar o céu nocturno visível de uma grande cidade, incluindo a Lua, planetas e estrelas principais (constelações).      Venha descobrir o céu nocturno da cidade visto com telescópios, observando a Lua, planetas e estrelas principais - as constelações.    Instituto Português da Juventude, sito no Parque das Nações, Lisboa	1
Observação solar no CIPA da Quinta do Conde	Observação com recurso a telescópio equipado com filtro h-alpha de manchas solares, protuberâncias e filamentos do Sol. Observação acompanhada de explicação ao público dos fenómenos físico-químicos em curso na estrela observada.    CIPA - Quinta do Conde	1
Observação solar no mercado da Quinta do Conde	Observação com recurso a telescópio equipado com filtro h-alpha de manchas solares, protuberâncias e filamentos do Sol. A observação será acompanhada de explicação dos fenómenos físico-químicos em curso na estrela observada.    Observação de manchas solares, protuberâncias e filamentos do Sol acompanhada da explicação dos fenómenos físico-químicos em curso na estrela observada.  Mercado - Quinta do Conde  	1
Observação Solar no Parque da Vila de Quinta do Conde	Observação com recurso a telescópio equipado com filtro h-alpha de manchas solares, protuberâncias e filamentos do Sol. a observação será acompanhada de explicação dos fenómenos físico-químicos em curso na estrela observada.    Observação com recurso a telescópio equipado com filtro h-alpha de manchas solares, protuberâncias e filamentos do Sol. A observação será acompanhada de explicação dos fenómenos físico-químicos em curso na estrela observada.    Parque da Vila  	1
Visita à Ponte 25 de Abril 	A Ponte 25 de Abril apresenta características que a tornam única no país, não só pela sua dimensão e complexidade técnica como também pelo facto da sua gestão envolver várias entidades, na medida em que nela coexistem os modos de exploração rodoviária e ferroviária. Possibilidade de visitar a obra e, nesse âmbito, observar alguns dos equipamentos instalados, como sejam as juntas de dilatação, os aparelhos de apoio e as plataformas de inspecção e manutenção. Oportunidade de desfrutar de uma oportunidade única para conhecer uma estrutura importante na área técnica da engenharia de pontes.  Percurso da visita: ao longo do tabuleiro inferior, desde o encontro sul até à torre sul, visualização das plataformas móveis de inspecção/manutenção e regresso ao encontro sul. Distância total a percorrer de, aproximadamente, 1,3 quilómetros.  Previamente, visualização do filme da construção da ponte, em 1966.  Ponte única no país, pela dimensão e complexidade técnica. Possibilidade de observar os equipamentos instalados: juntas de dilatação, aparelhos de apoio, plataformas de inspecção/manutenção, num percurso de 1,3km, ao longo do tabuleiro inferior, desde o encontro sul até à torre sul, visualização das plataformas de inspecção/manutenção e regresso ao encontro sul. Previamente à visita, visualização do filme da construção da ponte, em 1966.    Levar calçado com sola de borracha e vestuário prático. A EP disponibilizará capacete, luvas e colete.  No dia da visita, após serem prestadas no estaleiro as informações de segurança necessárias, cada participante terá de assinar um termo de responsabilidade atestando as suas boas condições físicas para participar e garantindo o cumprimento de todas as normas de segurança.  Almada, Praça da Portagem, Sede da Estradas de Portugal – Edifício da Presidência – Auditório 1. Depois, para o estaleiro do ISQ, à entrada Sul da Ponte 25 de Abril, com regresso ao ponto de encontro no final.	5
Visita ao Núcleo de Controlo de Tráfego da EP	Neste local são monitorizadas, em tempo real, as condições de circulação rodoviária nos principais eixos rodoviários nacionais.   É a partir daqui que são distribuídas informações aos utentes da estrada sobre as condições de circulação através de vários canais de comunicação: Portal estradas.pt, painéis de sinalização de mensagem variável, da linha de atendimento de Informação de Tráfego (707 500 501), entre outros.  Neste local são monitorizadas, em tempo real, as condições de circulação rodoviária nos principais eixos rodoviários nacionais.   É a partir daqui que são distribuídas informações aos utentes da estrada sobre as condições de circulação, através de canais de comunicação: Portal estradas.pt, painéis de sinalização de mensagem variável e da linha de atendimento de Informação de Tráfego.  GSI - Núcleo de Controlo de Tráfego da Estradas de Portugal (sede da Estradas de Portugal, SA), sito na Praça da Portagem, 2809-013 Almada	5
As aves dos nossos jardins	Oportunidade de assistir a uma demonstração de anilhagem em que o monitor, anilhador devidamente credenciado e com muita experiência, explicará, numa linguagem acessível, a técnica de anilhagem e os propósitos desta actividade científica. Os participantes acompanharão todo o processo, desde a remoção nas redes de captura à libertação das aves, passando pelo seu processamento científico (identificação da espécie, sexo e idade e medições biométricas). Pretende-se a sensibilização dos participantes para a preocupação, constante em todo o processo, de garantir a segurança e bem-estar das aves, e identificação das principais espécies da região, explicando, por palavras suas, como estes seres são bons bioindicadores ambientais e a importância da preservação de sítios como a Ria de Alvor para a conservação, tanto de espécies residentes, como migratórias. Por último, a compreensão do efeito das alterações climáticas nas aves, desde as datas de migrações até ao sucesso reprodutivo.  Quão próximo já esteve de uma ave? Já viu alguma a ser anilhada? Como são apanhadas e para que serve a anilhagem? O que sabe sobre o que estes seres nos podem revelar sobre o estado do ambiente? Quais são as que existem nos nossos jardins? Como as identificar? Venha abrir a porta deste mundo fascinante!  Apoiada pelo ICNB, que fornece gratuitamente as anilhas.  Cruzinha - Centro de Estudos da Associação 'A Rocha'	2
Hete...quê? Heteróceros! Hã? Borboletas nocturnas!	Durante a noite que antecede cada acção será montada uma armadilha para captura de borboletas nocturnas, as quais serão recolhidas de madrugada e mantidas no frio para posterior identificação pelos participantes. Estes estarão sempre acompanhados por uma monitora, que os  introduzirá no tema, respondendo às questões que forem surgindo. Serão ainda guiados pela colecção do Centro, que conta já com mais de 300 exemplares.  São bonitas e voam, mas as borboletas escondem segredos. O que lhes acontece antes de serem borboletas? Sabia que mais de 90% pertence ao grupo das traças, também chamadas de borboletas nocturnas? Já viu um exemplar da maior borboleta portuguesa? Venha daí!  Cruzinha - Centro de Estudos da Associação 'A Rocha'	2
Um jardim diferente	Percurso ao longo de um trilho ambiental construído à volta do Centro de Estudos Ambientais e Interpretação da Natureza. As várias paragens compreendem a estação meteorológica, as redes de captura de aves, a armadilha das borboletas nocturnas, a fito-etar (cujo sistema inclui uma bomba que funciona com um painel solar), o compostor, os lagos artificiais, o pinhal, o pomar, a zona de vegetação tipicamente mediterrânica e a horta biológica. Pela demonstração na prática, pretende-se informar e sensibilizar os participantes para questões relacionadas com os resíduos e as energias renováveis, e como pequenos gestos fazem realmente a diferença. Poderão ver igualmente alguns dos equipamentos utilizados no trabalho científico do Centro e compreender como funcionam. Terão ainda a oportunidade de ouvir explicações sobre os vários habitats criados ao redor do Centro, as espécies que neles ocorrem e algumas das suas adaptações ao clima.  Parece apenas um jardim, mas... não é! Uma casinha branca que, afinal, é uma estação meteorológica. O emaranhado de canas junto ao painel solar fazem parte de uma fito-etar. Só uma caixa velha com restos de comida e cortes de jardim? Afinal, é um compostor. E ainda os lagos, a zona de pinhal e outra vegetação mediterrânica, o pomar tão algarvio e a horta biológica. Venha explorar este trilho!  Parte do percurso é feito debaixo de sol directo.   Levar chapéu, protector solar e sapatos confortáveis.  Cruzinha - Centro de Estudos da Associação A Rocha  Pequeno passeio a pé, circular, em redor do Centro. Distância total: 500m.	2
Biologia e ecologia da zona entre-marés	Visita à zona entre-marés da praia da Aguda para interpretação dos fenómenos ecológicos e físico-químicos decorrentes. Identificação da fauna e flora dessa zona de interface entre a terra e o mar. Observação e interpretação da pesca artesanal. Visita às dunas da Aguda e ao Museu e Aquário da Estação Litoral da Aguda.  Desaconselhável a pessoas com mobilidade reduzida.   Levar calçado impermeável e apropriado para caminhar.    Estação Litoral da Aguda, sita na Rua Alfredo Dias, 4410-475 Arcozelo/VNG  Litoral da praia da Aguda - Aguda Sul - Aguda Norte  - Parque de Dunas da Aguda	2
Aníbal H. Abrantes - O berço da indústria de moldes em Portugal	Visita a uma empresa de produção de moldes para injecção de plásticos para saber por que razão esta é uma das maiores actividades exportadoras do nosso país.  Visita a uma empresa de produção de moldes para injecção de plásticos - saiba por que razão esta é uma das maiores actividades exportadoras do nosso país.  Sede do Grupo Iberomoldes, sita na Rua Augusto Costa, em Picassinos, Marinha Grande	5
Venha conhecer a IBER-OLEFF	Visita à empresa de injecção de componentes técnicos em plástico.  Sabe como é que nascem alguns dos objectos que usa no quotidiano?  Venha conhecer os processos de fabrico, tecnologias e aplicações da injecção de plásticos.  Sede do Grupo Iberomoldes, sita na Rua Augusto Costa, em Picassinos, Marinha Grande	5
Noites de Astronomia no Centro Ciência Viva de Constância	Observações astronómicas a olho nú, com binóculo e telescópio. Explicação das constelações, dos planetas visíveis e do tipo de objectos do céu profundo a observar.  Projecção de filmes, Gravidade Zero, Giroscópio Humano.  Construção de nocturlábios.  Centro Ciência Viva de Constância	1
Tarde de Astronomia no Centro Ciência Viva de Constância	Visitas orientadas ao parque de Astronomia, Observação do Sol. Sessões de planetário. Construção de instrumentos astronómicos. Projeção de filmes. 'Gravidade Zero'. Giroscópio Humano. Cozinhar com o Sol. Atividades experimentais.  Visitas orientadas ao Parque de Astronomia, observação do Sol, sessões de planetário,  construção de instrumentos astronómicos, projecção de filmes, «Gravidade Zero»,  Giroscópio Humano, cozinhar com o Sol, atividades experimentais.  Centro Ciência Viva de Constância	1
Num moliceiro, à descoberta das margens da Ria de Aveiro	"Esta actividade pretende dar a conhecer aos participantes a Ria de Aveiro. Esta laguna costeira, importante referência geográfica desta região, caracteriza-se por um ecossistema rico e variado, quer do ponto de vista geológico, quer do ponto de vista da biodiversidade.  Durante uma viagem de 4 horas, serão feitos trajectos pelos principais canais da Ria de Aveiro, com o objectivo de classificar as suas margens, tendo em conta as suas características geológicas, a flora existente e as variações morfológicas ao longo dos canais, enquanto reflectimos sobre a interacção que o homem tem tido nestes ao longo do tempo.   A cada participante será entregue uma ficha/mapa para orientação na intrincada rede hidrográfica e para identificação dos diferentes tipos de margem (artificial, de praia, sapal, etc), de acordo com a metodologia do National Oceanic and Atmospheric Administration (NOAA). A partir desta classificação será possível tirar conclusões sobre a sensibilidade das margens da Ria de Aveiro face a um potencial derrame petrolífero, esclarecendo ainda os participantes sobre medidas a tomar em caso de acidente.  Nesta viagem, que se realizará num moliceiro típico de Aveiro, estará a bordo o Prof. António Luis (Dep. Biologia, Universidade de Aveiro) que guiará os “olhos” dos participantes para as aves que teremos oportunidade de observar durante o percurso nesta Zona de Protecção Especial para Aves, ajudando na sua identificação e fornecendo informações particulares sobre a avifauna deste ecossistema. Os participantes terão ainda oportunidade de comprar sal, directamente na Marinha dos Puxadoiros.  A bordo do moliceiro Aveirense, durante uma viagem de 4 horas, serão feitos trajectos pelos principais canais da Ria de Aveiro. Num olhar atento às suas margens, vamos caracterizar a linha de costa e reflectir sobre a sua sensibilidade face a um potencial derrame petrolífero, tendo em conta as suas características geológicas, as variações morfológicas ao longo dos canais e as relações com a actividade humana ao longo do tempo. Ao mesmo tempo, teremos oportunidade de disfrutar do ecossistema que compõe a Ria de Aveiro, identificando aves e comprando sal, nas salinas naturais.  Levar uma refeição ligeira, incluindo bebida. Pequena paragem para lanche na Salina. Recomenda-se o uso de roupa confortável, protector solar e repelente de insectos.  Canal Central da Ria de Aveiro - Jardim do Rossio, perto do Operador Marítimo Turístico """"Viva a Ria"""" (saídas de Moliceiro).  Canais da Ria de Aveiro, Marinha dos Puxadoiros e Lago da Fonte Nova. "	3
O sistema lagunar de Aveiro	Através de um circuito, que terá a duração de aproximadamente 4 horas, serão abordados alguns aspectos relacionados com a formação da barreira/laguna de Aveiro, as características e a dinâmica dos subambientes e problemas actuais associados aos mesmos.  O sistema barreira/laguna de Aveiro possui características únicas a nível nacional. A dinâmica dos ambientes que o integram e a sua diversidade são, na actualidade, eles próprios, um desafio à sua preservação, face aos factores naturais e antropogénicos.  Calçado adequado a pequenas caminhadas  Reitoria da Universidade de Aveiro    Aveiro - Barra - Costa Nova - Vagueira - Barra - Aveiro	3
O vestígio de uma montanha antiga na Praia da Granja	A Praia da Granja é um “museu” que deve ser conhecido e conservado. Aí, encontramos testemunhos do dinamismo do nosso planeta, em tempos passados e actuais. As rochas mais antigas são os últimos vestígios de uma antiga cadeia de montanhas, formada há 360-300 milhões de anos, que tem vindo a ser destruída. Na praia, vamos “ler” essas histórias contadas pelas rochas.      Ao longo da praia, vamos observar diferentes tipos de rochas e os seus contactos, identificar os minerais e o modo como os cristais estão “arrumados”nas rochas. Com base nos dados recolhidos, vamos descobrir como se formaram essas rochas.    Levar protector solar e calçado adequado.  Edifício da Reitoria da Universidade de Aveiro  Aveiro - Granja - Aveiro	3
Um dia de geologia na Serra da Freita	Na Serra da Freita afloram rochas que testemunham o dinamismo do nosso planeta em tempos passados. Elas são os testemunhos de uma antiga cadeia de montanhas que se formou há cerca de 360-300 milhões de anos. Ao longo de um trajecto, vamos “ler” páginas dessas histórias, que são contadas pelas rochas e pelos seus minerais.    Numa pequena área, vamos cartografar contactos entre rochas distintas, identificar os minerais e o modo como os cristais estão “arrumados” nessas rochas.  Com base nestes dados, vamos ler páginas de histórias antigas guardadas nessas rochas.  Levar calçado apropriado, água e almoço.  Edifício da Reitoria da Universidade de Aveiro    Aveiro - Serra da Freita - Aveiro	3
A arriba fóssil da Costa da Caparica: conhecer para preservar!	No Verão, as praias da Costa da Caparica são invadidas pelos veraneantes, que se deliciam com as águas do Atlântico. Lançamos-lhes um desafio: conhecer a Arriba Fóssil da Costa da Caparica, a sua génese e a sua história. Num trajeto efetuado à beira mar, contamos a história da Arriba Fóssil até à Lagoa de Albufeira e regresso, passando pela Mina d´Ouro da Adiça e Olhos d´Água.  Trazer chapéu, protector solar, água e farnel.  No regresso, piso de areia por vezes solta.  Fonte da Telha (Praia Cabana-Bar), Chapéu de Sol Ciência Viva/Escola Secundária do Monte de Caparica, no alinhamento da bandeira de praia.   Fonte da Telha(Praia Cabana-Bar)- Mina de Ouro da Adiça - Olhos d´Água - Lagoa de Albufeira - Fonte da Telha	3
Observando o Universo em Âncora	- Observação da Lua e planetas visíveis, com telescópio e binóculos.  - Observação de galáxias e nebulosas, com telescópio.  - Observação/identificação de constelações.    Observação nocturna da Lua, galáxias, nebulosas e planetas visíveis, com telescópio e binóculos. Oportunidade de, também, observar e identificar constelações, com a orientação de especialistas.  Av. Dr. Ramos Pereira, em Vila Praia de Âncora	1
Observando o Universo em Arcos de Valdevez	- Observação da Lua e planetas visíveis, com telescópio e binóculos.  - Observação de galáxias e nebulosas, com telescópio.  - Observação/identificação de constelações.  - Sessões de esclarecimento/palestras sobre assuntos relativos a Astronomia e Cosmolo  Observação nocturna da Lua, galáxias, nebulosas e planetas visíveis, com telescópio e binóculos. Oportunidade de também observar e identificar constelações, com a orientação de especialistas.  Junto à ponte velha	1
Observando o Universo em Caminha	- Observação da Lua e planetas visíveis, com telescópio e binóculos.  - Observação de galáxias e nebulosas, com telescópio.  - Observação/identificação de constelações.  - Sessões de esclarecimento/palestras, sobre assuntos relactivos à Astronomia e Cosmo  Observação nocturna da Lua, galáxias, nebulosas e planetas visíveis, com telescópio e binóculos. Oportunidade de, também, observar e identificar constelações, com a orientação de especialistas.  Praça Central, na zona do Castelo	1
Observando o Universo em Moledo	- Observação da Lua e planetas visíveis, com telescópio e binóculos.  - Observação de galáxias e nebulosas, com telescópio.  - Observação/identificação de constelações.    Observação nocturna da Lua, galáxias, nebulosas e planetas visíveis, com telescópio e binóculos. Oportunidade de, também, observar e identificar constelações, com a orientação de especialistas.    Av. 25 de Abril, em Moledo	1
Observando o Universo em Monção	- Observação da Lua e planetas visíveis, com telescópio e binóculos.  - Observação de galáxias e nebulosas, com telescópio.  - Observação/identificação de constelações.  - Sessões de esclarecimento/palestras, sobre assuntos relactivos à Astronomia e Cosmo  Observação nocturna da Lua, galáxias, nebulosas e planetas visíveis, com telescópio e binóculos.  Oportunidade de, também, observar e identificar constelações, com a orientação de especialistas.  Praça Deu-la-Deu	1
Observando o Universo em Ponte de Lima	- Observação da Lua e dos planetas visíveis, com telescópio e binóculos  - Observação de galáxias e nebulosas, com telescópio  - Observação/identificação de constelações  - Sessões de esclarecimento sobre assuntos relativos à Astronomia e Cosmologia (com   Observação de astros com recurso a telescópio e binóculos. Informações relacionadas com  Astronomia e Cosmologia.    Ponte velha	1
O georrecurso granítico da Pedreira da Mimosa: um exemplo de desmonte com explosivos	A região na qual se situa a pedreira de Monte Córdova(Santo Tirso) é por excelência uma área  onde predominam rochas graníticas. Na área envolvente regista-se uma grande proliferação de  pedreiras, muitas delas actualmente em laboração, as quais são responsáveis por importantes  repercussões sócio-económicas e ambientais na região.  A acção apresenta a metodologia de desmonte com explosivos de um maciço rochoso, tendo em  conta as suas condicionantes geomorfológicas e geológico-geotécnicas. É abordado o  processamento e tratamento do material.  A acção apresenta a metodologia de desmonte com explosivos de um maciço rochoso, tendo em conta as suas condicionantes geomorfológicas e geológico estruturais e geotécnicas. Aborda-se o processamento e tratamento do material-rocha para fins de construção civil. Realiza-se também uma visita às oficinas de tratamento e ao laboratório geotécnico.  Esta acção recebe o apoio da empresa Mota-Engil, SA. Os participantes deverão levar roupa e calçado confortável, chapéu, protector solar e impermeável. É aconselhável levar uma garrafa de água.  Instituto Superior de Engenharia do Porto (ISEP)  Rua de São Tomé, Porto  Viagem de autocarro: ISEP (Porto) – Penafiel – Pedreira da Mimosa (Cabeça Santa) - ISEP (Porto)	3
O sistema hidromineral das Caldas da Cavaca e o jazigo pegmatítico da Senhora da Assunção	Nesta acção inclui-se uma rota singular em dois recursos geológicos fundamentais, as águas termais  das Caldas da Cavaca e o jazigo pegmatítico da Senhora de Assunção.  Nesta acção apresenta-se um estudo desenvolvido no sistema hidromineral das Caldas da Cavaca,  fazendo-se um percurso no qual se explicam as condições geológicas, geomorfológicas,  hidroclimatológicas e hidrogeológicas. São ainda, discutidos os principais constrangimentos à gestão  do sistema hidromineral e apresenta-se uma cartografia de susceptibilidade aos riscos geológicos naturais da área. A água das Caldas da Cavaca é uma sulfúrea alcalina, típica do Maciço Antigo Português com uma temperatura de emergência de 29ºC. Estas águas têm como principais indicações as doenças de fígado e intestinos e as doenças de pele, bem como reumatismo e doenças do aparelho  respiratório.  Será efectuado igualmente um percurso na exploração pegmatítica da Senhora de Assunção (Viseu), onde se poderão observar os principais aspectos geológicos, mineralógicos e industriais da massa mineral, bem como dos principais aspectos da gestão e exploração do georrecurso.  Nesta acção inclui-se uma rota singular em dois recursos geológicos fundamentais, as águas termais das Caldas da Cavaca e o jazigo pegmatítico da Senhora de Assunção. Apresentam-se os constrangimentos geológicos, geomorfológicos, hidrogeológicos. São ainda, discutidos os principais aspectos da prospecção, exploração e gestão dos georrecursos referidos.  Os participantes deverão levar roupa e calçado confortável para caminhada, protector solar, chapéu e impermeável, bem como um farnel e água. Conta-se com apoio da Câmara Municipal de Aguiar da Beira, através do Director Técnico da Exploração Hidromineral das Caldas da Cavaca, bem como da empresa concessionária da exploração da Sra da Assunção.  Instituto Superior de Engenharia do Porto (ISEP)  Rua de São Tomé, Porto  Viagem de autocarro: ISEP  (Porto) - Viseu - Satão - Caldas da Cavaca (Aguiar da Beira) - ISEP	3
