titulo	texto	target
Observaçao de objectos do sistema solar, nebulosas, galaxias e enxames estelares. Visualizaçao de imgens do ceu profundo obtidas no momento utilizando camaras CCD proprias para a investigaçao astronomica. Identificaçao das diferentes constelaçoes e sua evoluçao ao longo do tempo. Demonstraçao do funcionamento de telescopios simples e computorizdos.	Observaçao de objectos do sistema solar, nebulosas, galaxias e enxames estelares. Visualizaçao de imgens do ceu profundo obtidas no momento utilizando camaras CCD proprias para a investigaçao astronomica. Identificaçao das diferentes constelaçoes e sua evoluçao ao longo do tempo. Demonstraçao do funcionamento de telescopios simples e computorizdos.	1
Observações astronómicas. Explicações gerais sobre Astronomia. Observações astromómicas a olho nú, com binóculos e telescópios. Identificação de planetas, estrelas, constelações e galáxias. Sessões com ajuda de computador e software apropriado.	Observações astronómicas. Explicações gerais sobre Astronomia. Observações astromómicas a olho nú, com binóculos e telescópios. Identificação de planetas, estrelas, constelações e galáxias. Sessões com ajuda de computador e software apropriado.	1
"Observação astronómica da Lua e Marte; sessões de slides sobre o Sistema Solar; acções de animação multimedia, vídeos científicos, software astronómico; Exposição """"""""Um novo olhar sobre Marte""""""""; Distribuição de material informativo e didáctico;"	Observação astronómica da Lua e Marte; sessões de slides sobre o Sistema Solar; acções de animação multimedia, vídeos científicos, software astronómico; Exposição Um novo olhar sobre Marte; Distribuição de material informativo e didáctico;	1
"Observação astronómica, reconhecer as constelações do Verão,observação do planeta e da lua; sessão de planetário """"""""O Céu de Verão""""""""; comunicação sobre """"""""Círculo de Pedras do Observatório de Tavira""""""""; acções de animação multimedia, vídeos científicos, software astronómico; Exposição """"""""Um novo olhar sobre Marte""""""""; Sessões de slides """"""""Marte em 3D"""""""". Distribuição de material informativo e didáctico;"	Observação astronómica, reconhecer as constelações do Verão,observação do planeta e da lua; sessão de planetário O Céu de Verão; comunicação sobre Círculo de Pedras do Observatório de Tavira; acções de animação multimedia, vídeos científicos, software astronómico; Exposição Um novo olhar sobre Marte; Sessões de slides Marte em 3D. Distribuição de material informativo e didáctico.	1
"2 palestras: """"""""A Astronomia, da Antiguidade aos nossos dias"""""""" e """"""""História da Lua"""""""" Visualização de programas de computador sobre astronomia Observação nocturna com o auxílio de telescópios"	2 palestras: A Astronomia, da Antiguidade aos nossos dias e História da Lua Visualização de programas de computador sobre astronomia Observação nocturna com o auxílio de telescópios	1
Observação nocturna do céu. Identificação de constelações. Localização e observação de objectos celestes não observáveis à vista desarmada. Acompanhamento pelo monitor com as explicações adequadas pelo monitor	Observação nocturna do céu. Identificação de constelações. Localização e observação de objectos celestes não observáveis à vista desarmada. Acompanhamento pelo monitor com as explicações adequadas pelo monitor	1
Observações de objectos celestes, identificação de constelações, localização de objectos celestes não observáveis à vista desarmada.Chamar a atenção para as alterações que vão ocorrendo no céu ao longo da observação. Realização de um concurso de questões/respostas com um prémio final (1 livro de Astronomia)	Observações de objectos celestes, identificação de constelações, localização de objectos celestes não observáveis à vista desarmada.Chamar a atenção para as alterações que vão ocorrendo no céu ao longo da observação. Realização de um concurso de questões/respostas com um prémio final (1 livro de Astronomia)	1
Sessao de Observacao Astronomica. Observacao da LUA, SATURNO e outros objectos do Céu Profundo.	Sessao de Observaçaoo Astronómica. Observação da LUA, SATURNO e outros objectos do Céu Profundo.	1
Visita às obras do IC 23 - Via de Cintura Interna do Porto	Os visitantes vão poder assistir à construção de uma estrada. Neste caso, vão poder acompanhar no terreno os trabalhos do último troço do IC23 - VCI - Via de Cintura Interna do Porto, localizados na cidade de Vila Nova de Gaia, nomeadamente a construção de dois túneis, pontes, diversos muros em betão armado e trabalhos relacionados com a execução da plataforma da estrada, em particular os de pavimentação em betuminoso. Os visitantes vão poder assistir à construção de uma estrada. Neste caso, vão poder acompanhar no terreno os trabalhos do ultimo troço do IC23 - VCI - Via de Cintura Interna do Porto, localizados na cidade de Vila Nova de Gaia, nomeadamente a construção de dois túneis, pontes, diversos muros em betão armado e trabalhos relacionados com a execução da plataforma da estrada.	4
A transformação dos resíduos orgânicos num composto de elevada qualidade	Visita à Central de Valorização Orgânica da LIPOR. Esta Central, com a capacidade anual de processamento de 60.000 toneladas de resíduos orgânicos, transforma-os num composto de elevada qualidade. Este composto pode ser utilizado na agrícultura, prevenindo a degradação dos solos, contribuindo de uma forma eficaz para a minimização da erosão, compactação, salinização e desertificação desses espaços. Visita à Central de Valorização Orgânica da LIPOR, onde resíduos orgânicos são transformados num composto de elevada qualidade. Este composto pode ser utilizado na agricultura, prevenindo a degradação dos solos, contribuindo de uma forma eficaz para a minimização da erosão, compactação, salinização e desertificação desses espaços. Esta central tem a capacidade anual de processamento de 60.000 toneladas de resíduos orgânicos.	4
Visita à Travessia do Tejo no Carregado	Em 2007, vai existir uma nova travessia do Tejo. Integrada na A-10, a travessia irá fazer a ligação da margem norte do Tejo na zona do Carregado com a A13 em Benavente. Com uma extensão total de 11 670 metros, conta com 1470 metros de viadutos no acesso Norte, uma ponte sobre o Tejo com 970 metros e com 9230 metros de viadutos no acesso Sul. A nova travessia representa um grande investimento por parte da Brisa que irá revolucionar as acessibilidades da Área Metropolitana de Lisboa e está a ser elaborada pelo consórcio TACE- Construção da Travessia Rodoviária do Tejo, ACE. A Travessia do Tejo no Carregado irá fazer a ligação da margem norte do Tejo, na zona do Carregado, com a A13 em Benavente. Com uma extensão total de 11 670 metros, é composto pelos viadutos de acesso Norte com 1470 metros, pela ponte sobre o rio Tejo com 970 metros e pelos viadutos de acesso Sul com 9230 metros.	4
Intervenção na Capela do Espírito Santo dos Mareantes	Visita guiada com enfoque na abordagem do projecto de requalificação do imóvel e as soluções para as diversas questões resultantes da adaptação do projecto de utilização com o valor histórico do imóvel. Apresentação da evolução da intervenção, permitindo constatar as fases de recuperação daquele imóvel através das fotografias do antes e durante a obra. créditos: Câmara Municipal de Sesimbra Visita guiada com enfoque na abordagem do projecto de requalificação do imóvel e as soluções para as diversas questões resultantes da adaptação do projecto de utilização com o valor histórico do imóvel. Apresentação da evolução da intervenção, permitindo constatar as fases de recuperação.	4
Visita ao Gabinete de Telemática Rodoviária	O Centro de Controlo e Informação de Tráfego da Estradas de Portugal acompanha, permanente, as condições de circulação rodoviária através do Sistema Integrado de Controlo e Informação de Tráfego. Este Sistema permite monitorizar, em tempo real, as condições de circulação rodoviária nos principais eixos rodoviários nacionais, através de algumas centenas de câmaras e de sensores de tráfego. Simultaneamente, os utilizadores da estrada são informados acerca das condições de circulação que vão encontrar nas estradas, através dos painéis de sinalização de mensagem variável, da internet (www.estradasdeportugal.pt) e dos telemóveis, contribuindo-se assim, para o reforço da segurança rodoviária e para o aumento do conforto na utilização das vias rodoviárias. O Gabinete de Telemática Rodoviária foi criado em 1999 e desenvolve a sua actividade em torno de oito funções específicas: Operação do Sistema Integrado de Controlo e Informação de Tráfego, integração automática dos dados de tráfego recolhidas pelas diferentes concessionárias, monitorização dos sistemas de contagem e classificação de veículos das concessões SCUT, monitorização do Sistema de Emergência (Postos SOS), funcionamento dos equipamentos do Sistema Nacional de Classificação e Contagem de Tráfego, assessoria técnica de projectos de telemática rodoviária, estudo, desenvolvimento e implementação de sistemas de telemática rodoviária e gestão do canal técnico rodoviário. O Gabinete de Telemática Rodoviária foi criado em 1999 e desenvolve a sua actividade em torno de oito funções específicas: Operação do Sistema Integrado de Controlo e Informação de Tráfego, integração automática dos dados de tráfego recolhidas pelas diferentes concessionárias, monitorização dos sistemas de contagem e classificação de veículos das concessões SCUT, monitorização do Sistema de Emergência (Postos SOS), funcionamento dos equipamentos do Sistema Nacional de Classificação e Contagem de Tráfego, assessoria técnica de projectos de telemática rodoviária, estudo, desenvolvimento e implementação de sistemas de telemática rodoviária e gestão do canal técnico rodoviário. O Centro de Controlo e Informação de Tráfego da Estradas de Portugal acompanha, permanente, as condições de circulação rodoviária através do Sistema Integrado de Controlo e Informação de Tráfego. Este Sistema permite monitorizar, em tempo real, as condições de circulação rodoviária nos principais eixos rodoviários nacionais, através de algumas centenas de câmaras e de sensores de tráfego.	4
Visita à obra de ligação entre o IC2 e o acesso Sul à Ponte Europa	A empreitada “LIGAÇÃO ENTRE O IC 2 E O ACESSO SUL À PONTE EUROPA”, consiste na beneficiação da EN1 entre a zona de influência do Nó do futuro troço do IC2 – Variante Sul de Coimbra e o acesso Sul à Ponte Rainha Santa Isabel. O traçado da Ligação entre o IC2 e o Acesso Sul à Ponte Rainha Santa Isabel desenvolve-se no Concelho de Coimbra, freguesia de Santa Clara, em sobreposição à actual EN1 entre o km 184 e a rotunda do nó de acesso à Ponte Rainha Santa Isabel, na margem esquerda do rio Mondego. Com uma extensão de aproximadamente 3 000,00 m, a obra encontra-se dividida em dois troços, em função dos trabalhos de beneficiação e alargamento previstos. Dado tratar-se de uma obra de beneficiação e alargamento, numa zona condicionada urbanisticamente e muito sensível do ponto de vista geológico, a obra inclui nos seus trabalhos a realização de vários muros de suporte, cuja execução será o alvo da visita. Assim serão visitados Muros de Solos Reforçados em taludes de aterro, executados com recurso à construção em socalcos de dois maciços de solos reforçados, implantados, nos taludes da via. A solução tipo consiste na remoção do espaldão de aterro existente e a implantação dos muros “A” e “B”. O primeiro, construído nos níveis inferiores da intervenção e sobreposto a um pé de talude de enrocamento devidamente encastrado no maciço de fundação, é constituído por camadas de solos reforçados com redes metálicas de malha hexagonal de dupla torção e paramento em gabiões. O muro tipo “B”, subjacente à futura faixa de rodagem e suportado pelo muro “A”, é também realizado em solos reforçados com rede metálica. Adicionalmente poderá ser visitado um outro muro constituído por perfis metálicos de grande dimensão em que o paramento é constituído por placas de betão armado, “encaixadas” entre os perfis. Trata-se de uma obra de beneficiação e alargamento, numa zona condicionada urbanisticamente e sensível do ponto de vista geológico. Inclui nos seus trabalhos a realização de vários muros de suporte, que serão alvo da visita. Serão visitados Muros de Solos Reforçados em taludes de aterro, executados com recurso à construção em socalcos de dois maciços de solos reforçados, implantados, nos taludes da via.	4
Visita guiada à central do Alto Lindoso	Visita guiada à central do Alto Lindoso uma das maiores realizações da engenharia e da indústria portuguesa. Situa-se a escassas centenas de metros da fronteira com Espanha, país no qual se situam três quartos da área da albufeira do Alto Lindoso. A elevada potência dos seus grupos geradores (2x315 MW), a rapidez da entrada em serviço na rede eléctrica (cerca de 90 segundos), a reserva de energia acumulada nos 350 milhões de m3 de água da albufeira, todos estes factores, entre outros, caracterizam este aproveitamento como o mais potente centro produtor hidroeléctrico instalado em Portugal. A dimensão da obra e a valia técnica da sua concepção e construção são bem evidentes para quantos visitam este empreendimento. A central do Alto Lindoso é o mais potente centro produtor hidroeléctrico instalado em Portugal, pela elevada potência dos seus grupos geradores, pela rapidez da entrada em serviço na rede eléctrica (cerca de 90 segundos) e pela reserva de energia acumulada nos 350 milhões de m3 de água da albufeira, entre outros factores. Esta central é uma das maiores realizações da nossa engenharia e indústria.	4
Visita ao Parque Eólico de Costa Vicentina - Porto Covo	Nesta visita vai ser apresentado o mercado e a posição da empresa nas Energias Renováveis, os visitantes vão puder ter algumas bases teóricas de como é feito o aproveitamento de Energia Eólica e como esta energia é expedida na rede. No final irá ser feita uma visita a uma máquina e serão esclarecidas quaisquer duvidas que possam existir. Nesta visita vai ser apresentado o mercado e a posição da empresa nas Energias Renováveis. Os visitantes vão poder ter algumas bases teóricas de como é feito o aproveitamento de Energia Eólica e como esta energia é expedida na rede. Será feita uma visita a uma máquina (WT2) e o seu funcionamento será explicado. No final, serão esclarecidas quaisquer dúvidas que possam existir.	4
Geologia à beira-mar: Histórias geológicas de Peniche	O registo sedimentar do Jurássico português mostra um conjunto de afloramentos de elevado valor científico, didáctico e paisagístico. Neste contexto, a Península de Peniche constitui, sem dúvida, o local com melhor registo do Jurássico inferior em Portugal, cujo grau de conhecimento científico ultrapassa as fronteiras nacionais. Nesta actividade é proposta uma visita pela Península de Peniche, onde será possível, através da observação de rochas calcárias estratificadas, contar uma história contínua com mais de 20 milhões de anos e que remonta ao princípio do Jurássico. Serão apresentadas evidências quanto à evolução do ambiente e vida marinha ocorridas neste período temporal, incluindo um conjunto de argumentos que comprovam interacções entre os sistemas atmosfera-oceano-biosfera. O Jurássico de Peniche constitui hoje uma referência em termos internacionais quanto ao evento de mudança à escala global ocorrido há cerca de 183 milhões de anos, que envolveu os sistemas atmosfera-oceano, responsável por uma pequena extinção marinha. Óptimos argumentos para a compreensão da imensa história da Terra num momento em que o fenómeno de intensificação do Efeito de Estufa e do consequente Aquecimento Global assume os impactos por todos nós conhecidos. Para além destas valências, a natureza fez ainda convergir na Península de Peniche outros episódios e registos geológicos de extraordinária beleza e grande interesse pedagógico e económico. Desde registos de natureza vulcânica, aos belos fenómenos de carsificação patentes no Cabo Carvoeiro, passando por um conjunto de rochas com matéria orgânica, potencialmente geradoras de hidrocarbonetos. Haverá petróleo em Peniche? Serão apresentadas evidências baseadas na leitura de rochas carbonatadas que nos permitem entender a evolução do ambiente e vida marinha ocorridos em Portugal durante o Jurássico inferior. O registo sedimentar inclui um conjunto de argumentos que comprovam interacções entre a atmosfera e o oceano, entre as quais, um evento à escala global que terá resultado na extinção de invertebrados marinhos.	3
ETAR de Beirolas	O subsistema de Beirolas compreende a ETAR e oito estações elevatórias, que contribuem com cerca de 80% do caudal afluente total. O Sistema interceptor, com mais de 15 Km, inicia-se na calçada do Grilo e estende-se até Sacavém. A ETAR de Beirolas, que serve a zona oriental de Lisboa e parte do Município de Loures iniciou a exploração em 1989 com tratamento secundário. Foi ampliada em 2000 para tratamento de nível terciário, por lamas activadas em biomassa dispersa, incluindo filtração e desinfecção do efluente, com vista a potencial reutilização. Inclui ainda digestão anaeróbia de lamas o que permite produzir energia eléctrica e reduzir os custos energéticos da instalação em cerca de 35%. As lamas são desidratadas, mecanicamente, em centrífugas. A ETAR tem capacidade para tratar 54500 m3/dia, destacando-se a relevante contribuição de efluentes de origem industrial. A ETAR serve a zona oriental de Lisboa e parte do Município de Loures. Inclui digestão anaeróbia de lamas, que permite reduzir os custos energéticos da instalação em cerca de 35%. A ETAR tem capacidade para tratar 54500 m3/dia, destacando-se a contribuição de efluentes de origem industrial.	4
Na rota dos recursos geológicos: o sistema hidromineral das Caldas da Cavaca e o jazigo pegmatítico da Senhora da Assunção	Nesta acção inclui-se uma rota singular em dois recursos geológicos fundamentais, as águas termais das Caldas da Cavaca e o jazigo pegmatítico da Senhora de Assunção. Nesta acção apresenta-se um estudo desenvolvido no sistema hidromineral das Caldas da Cavaca, fazendo-se um percurso no qual se explicam as condições geológicas, geomorfológicas, hidroclimatológicas e hidrogeológicas. São ainda, discutidos os principais constrangimentos à gestão do sistema hidromineral e apresenta-se uma cartografia de susceptibilidade aos riscos geológicos naturais da área. A água das Caldas da Cavaca é uma sulfúrea alcalina, típica do Maciço Antigo Português com uma temperatura de emergência de 29ºC. Estas águas têm como principais indicações as doenças de fígado e intestinos e as doenças de pele, bem como reumatismo e doenças do aparelho respiratório. Será efectuado igualmente um percurso na exploração pegmatítica da Senhora de Assunção (Viseu), onde se poderão observar os principais aspectos geológicos, mineralógicos e industriais da massa mineral, bem como dos principais aspectos da gestão e exploração do georrecurso. Nesta acção inclui-se uma rota singular em dois recursos geológicos fundamentais, as águas termais das Caldas da Cavaca e o jazigo pegmatítico da Senhora de Assunção. Apresentam-se os constrangimentos geológicos, geomorfológicos, hidrogeológicos. São ainda, discutidos os principais aspectos da prospecção, exploração e gestão dos georrecursos referidos.	3
O georrecurso granítico da pedreira de Monte Córdova: um exemplo de desmonte com explosivos	A região na qual se situa a pedreira de Monte Córdova(Santo Tirso) é por excelência uma área onde predominam rochas graníticas. Na área envolvente regista-se uma grande proliferação de pedreiras, muitas delas actualmente em laboração, as quais são responsáveis por importantes repercussões sócio-económicas e ambientais na região. A acção apresenta a metodologia de desmonte com explosivos de um maciço rochoso, tendo em conta as suas condicionantes geomorfológicas e geológico-geotécnicas. É abordado o processamento e tratamento do material. A acção apresenta a metodologia de desmonte com explosivos de um maciço rochoso, tendo em conta as suas condicionantes geomorfológicas e geológico estruturais e geotécnicas. Aborda-se o processamento e tratamento do material-rocha para fins de construção civil. Realiza-se também uma visita às oficinas de tratamento e ao laboratório geotécnico.	3
A biodiversidade do Baixo Vouga Lagunar	O Baixo Vouga Lagunar é parte integrante do sistema lagunar da Ria de Aveiro, sendo esta classificada como uma ZPE (Zona de Protecção Especial). O equilíbrio estabelecido entre a Ria aliado à acção humana, contribuiu para a formação e manutenção no Baixo Vouga Lagunar de um conjunto diversificado de biótopos com grande importância do ponto de vista ecológico. Moldados pela acção humana os biótopos do Baixo Vouga, albergam importantes comunidades florísticas e faunísticas. Estas comunidades são detentoras de um elevado valor conservacionista estando muitas espécies da região protegidas ao abrigo de convenções e directivas comunitárias transpostas para o quadro legal nacional. Esta actividade é apoiada pelo IDAD (Instituto do Ambiente e Desenvolvimento - UA). Tem como especialista na fauna o Dr. Fernando Leão Nesta visita ao Baixo Vouga Lagunar iremos observar a biodiversidade dos diversos habitats deste genuíno mosaico rural bem como sistemas húmidos. Esta actividade tem como especialista na fauna o Dr. Fernando Leão.	2
