titulo	texto	target
Árvores Locais e Outras Coisas Mais	A actividade conta de um percurso pedestre interpretativo por Alcobaça. Serão percorridos locais onde existem árvores monumentais. Os objectivo são  - identificar árvores  - sensibilizar para a importância das árvores em espaço urbano - suas funções ecológicas, paisagísticas e sociais  - promover as árvores monumentais como património identitário   - divulgar o estatuto de árvore de interesse público/árvore monumental e promover o processo de classificação de uma árvore/entidade que atribui a classificação    - promover a cultura científica e a cidadania informada   A actividade conta de um percurso pedestre para reconhecimento e interpretação do património arbóreo da cidade.  Sofia Quaresma - Bióloga  Raquel Lopes - Doutoranda- Universidade de Aveiro  Paços do Concelho (Palacete cor de rosa) - largo João de Deus Ramos  ALCOBAÇA: PAÇOS DO CONCELHO- HOSPITAL DE ALCOBAÇA- FREIRAS -  MOSTEIRO -LEVADINHA	0
Visita guiada ao bloco operatório	A atividade é dirigida a crianças e adultos e pretende desmistificar uma qualquer ida ao bloco operatório, seja porque se partiu um braço, seja porque é necessário uma qualquer intervenção cirúrgica programada. Será disponibilizada a roupa e o calçado adequado, uma vez que irão entrar num ambiente que se quer livre de germes e bactérias. Dentro do bloco operatório, será explicado o tipo de equipamento que é usado numa qualquer cirurgia e poderão conhecer os instrumentos que são usados nos vários tipos de intervenção.  A atividade é dirigida a crianças e adultos e pretende desmistificar uma qualquer ida ao bloco operatório, seja porque se partiu um braço, seja porque é necessário uma qualquer intervenção cirúrgica programada.  Dentro do bloco operatório, será explicado o tipo de equipamento que é usado numa qualquer cirurgia e poderão conhecer os instrumentos que são usados nos vários tipos de intervenção.  Equipa de enfermagem do bloco operatório  Centro Cirúrgico de Coimbra (edifício amarelo). 	0
Um dia seremos todos diabéticos?	A atividade vai explicar como funciona a doença do século XXI. Como se instala, como corrói, como evolui, como os comportamentos podem influenciar e o que cada um de nós pode fazer para evitar este destino quase generalizado, nas ditas sociedades modernas. O tema proposto para este debate é sobre esta nova doença que está a desafiar as estruturas de saúde, questionando os recursos financeiros que devem ser aplicados, mas também a comunidade médica e a própria ciência. Diabetes é o tema proposto para este debate. Em Portugal, aparecem 160 novos casos por dia.  A atividade vai explicar como funciona a doença do século XXI. Como se instala, como corrói, como evolui, como os comportamentos podem influenciar e o que cada um de nós pode fazer para evitar este destino quase generalizado, nas ditas sociedades modernas. Diabetes é o tema proposto para este debate. Em Portugal, aparecem 160 novos casos por dia.  António Travassos, médico oftalmologista  Patrícia Oliveira, médica endocrinologista e Sónia Travassos, psicóloga  Centro Cirúrgico de Coimbra (edifício amarelo). 	0
Como se movem os barcos?	A Bandeira Azul festeja este ano os seus 30 anos e neste quadro pretende-se falar dos diferentes métodos de locomoção marinha e os seus impactos no meio marinho desde da poluição química à sonora. Para tal propõe-se um atelier de construção de  barcos  miniaturizados com material em parte reciclado, e com o espírito de tinkering. Será colocado um tanque de água para o participante poder experimentar as suas embarcações e verificar a flutuabilidade, hidrodinâmica e o efeito da deslocação nos oceanos.. Esta ação será baseda no livr do Ed Sobey  The Motorboat book .  Venha fazer o  seu barquinho ! Durante este atividade poderá  dar espaço à sua imaginação e criatividade construindo um barquinho que tem como missão transportar um passageiro misterioso de um lado ao outro do nosso tanque.  Emanuel Reis/Carlos Miguel/ Tiago Gomes  Centro Azul - Praia de Faro	0
O Ouro das Portas de Almourão	A exploração de ouro, na região remonta há milhares de anos, tendo o seu apogeu durante o período romano e foi seguida por gerações e gerações de profissionais, até há poucos anos. Convidamos os participantes a descobrir o ciclo do ouro, com uma refrescante actividade de garimpo no rio Ocreza, com explicação do contexto geológico das Portas de Almourão, no Geopark Naturtejo.  No rio Ocreza a exploração de ouro poderá remontar ao período romano, como hoje ainda se pode ver pelas inúmeras conheiras nos terraços fluviais que foram sendo explorados até quase aos dias de hoje. Convidamos todos a vestir a pele de garimpeiros e vir experimentar utensílios e técnicas milenares.  Marta Palhim  Edite Fernandes   Sobral Fernando, junto à ponte que vem De Foz de Cobrão.	0
Efeitos magnéticos (a ressonância)	A física abriu o caminho a esta tecnologia, que se baseia em ondas de radiofrequência dentro de um forte campo magnético que atraem os átomos de hidrogénio. Faz sentido que esta atividade reúna no mesmo espaço, um físico, uma técnica de radiologia e médicos neurorradiologistas e radiologistas. A ressonância magnética ficará explicada tim, tim por tim, tim e, no final, vamos conseguir perceber a eficácia deste exame no diagnóstico de doenças do sistema nervoso central, fígado, rins, bexiga, mama, músculos, tendões ou ligamentos.  A física abriu o caminho a esta tecnologia, que se baseia em ondas de radiofrequência dentro de um forte campo magnético que atraem os átomos de hidrogénio. A ressonância magnética ficará explicada tim, tim por tim, tim e, no final, vamos conseguir perceber a eficácia deste exame no diagnóstico de doenças do sistema nervoso central, fígado, rins, bexiga, mama, músculos, tendões ou ligamentos.  Carlos Geraldes (professor FCTUC)  Núria Carvalho (técnica de radiologia), Egídio Machado (neurorradiologista) e Conceição Sanches (radiologista)  Centro Cirúrgico de Coimbra (edifício amarelo). 	0
Rota das Fontes de Casével	A Freguesia de Casével e Vaqueiros é uma freguesia portuguesa do concelho de Santarém com cerca de 1150 habitantes (INE, 2011), que surgiu recentemente com a reforma administrativa das autarquias locais (Lei nº11-A/2013).  Possui uma área geográfica de 37,851 km2. Faz fronteira com os concelhos de Alcanena, Torres Novas e Golegã. É atravessada pela estrada N3 e pela A1- Auto-Estrada do Norte. Dista cerca de 25 km da sede do Concelho.   O nome  Casével  não existe como lugar e era tido como freguesia. É um território bastante disperso composto por diversos lugares, cerca de 80 (Alqueidão, Vila Nova, Ponte Nova, Boiças, Marinheira, Polinho, Ribeira da Pipa, etc.), sendo de destacar a Comenda que era a sede da antiga freguesia e onde existiria uma comenda da Ordem de Cristo. Com a extinção da Ordem do Tempo, D. Dinis solicita a Roma a criação de uma nova ordem – a Ordem de Cristo (1319).  Muito provavelmente a data da sua fundação deva situar-se em 1170 pelos cavaleiros templários, ao mesmo tempo que a Golegã e a reedificação do Castelo de Almourol, dentro dos primeiros trabalhos ligados à defesa e administração económica de Tomar.   Casével possui várias quintas e propriedades rústicas de algum interesse (Quinta da Póvoa, Quinta de D. Rodrigo (ambas brasonadas), Quinta do Azedo, Quinta do Colmeeiro, e mais recentemente a Quinta M (dedicada ao Turismo e à Equitação) e a Quinta do Arrobe, entre outras, e em tempos tinha cinco ermidas: S. Julião em Vila Nova  Nossa Senhora da Madre de Deus, perto da quinta de Vale de Forcados, que pertencia a D. Gastão Coutinho  Nossa Senhora da Vitória  uma outra ermida situada na quinta do Colmeeiro  Nossa Senhora do Rosário, situada na Quinta da Rainha. Atualmente apenas possui uma capela – a capela de Santo António que foi remodelada e inaugurada em 2012, sendo que as restantes se encontram em ruínas.    Estes dois lugares (Casével e Vaqueiros) têm muito potencial não só pela própria vegetação, pela fauna, pelo próprio rio Alviela, mas também pelos lugares outrora muito importantes na vida e costumes destas gentes.  Ainda que estejamos longe dos feitos históricos passados, é possível resgatar essas memórias, assim a história destes lugares podem ser contadas através das suas gentes, usos e costumes ou até mesmo pela paisagem. Muitas são as formas de dar a conhecer este território tão peculiar, por isso a Associação de Arqueologia da Região de Casével (associação sem fins lucrativos com sede em Casével) tem desenvolvido uma Rede de Percursos Pedestres com o objetivo de mostrar o património cultural, arqueológico e ambiental.    A “Rota das Fontes de Casével” proporciona uma constante variação de cores, odores, paisagens que transformam a caminhada numa nova descoberta. Ao longo do caminho não só é possível ver e falar da Igreja  das estelas funerárias medievais que lá foram encontradas  da antiga casa do Comendador  da Fonte da Comenda (que foi construída na década de 50), em que havia uma roldana onde as pessoas tiravam água para proveito próprio de uma cisterna que havia na escola primária  a Fonte do Canavial e a Fonte da Póvoa e respectivos lavadouros, onde muita gente “lavou aí a roupa suja”, e entenda-se roupa suja, a própria roupa, mas também as “coscuvilhices” que eram normal na época  e por fim a Fonte das Várzeas.   Desfrutar paisagens deslumbrantes, contactar com a cultura local, conhecer um património único de uma aldeia ribatejana. Depois estará à nossa espera uma pequena surpresa. É sem dúvida uma aventura cheia de emoções pelos trilhos do nosso Ribatejo!    Na “Rota das Fontes de Casével” é possível ver o património edificado, tal como a Igreja, a casa do Comendador, os achados arqueológicos – estelas funerárias e marcos divisórios com a cruz da Ordem de Cristo e claro está, as 5 Fontes Naturais. Desfrutar de paisagens deslumbrantes e contactar com a cultura local. Estará à nossa espera uma pequena surpresa. Uma aventura a não perder!  Patrícia Alexandra Felismino da Silva  Ricardo José Fernandes Gomes da Silva  Tânia Gonçalves Girão  Comenda, Casével, Santarém (perto da EB1 de Casével)  Comenda (Casével) – Estr. do Canavial – Póvoa de Casével – Casal da Avó - Várzeas – Comenda	0
O chão que pisamos	A Geologia está presente em tudo o que nos rodeia embora o nosso ritmo de vida acelerado não nos permita ter essa percepção. Um percurso citadino, de olhos no chão e nas paredes, é uma oportunidade para a divulgação e promoção do património edificado bem como para a sensibilização para a sua proteção.   Um percurso citadino, de olhos no chão e nas paredes, é uma oportunidade para a divulgação e promoção da Geologia, do património edificado e para sensibilizar os participantes para a sua proteção.  Paula Minhoto - investigadora.    Escola Abade Baçal (entrada do lado do recinto da Feira)  Escola Abade Baçal (entrada do lado do recinto da Feira) - percurso pedestre até ao espaço Polis. 	0
Panorama 3D da geologia de Lisboa e implicação na perigosidade sísmica	A história da geologia de Lisboa, na perspectiva do risco sísmico, contada com base num percurso pedestre pela cidade. Este percurso começa no miradouro do terraço da Astronomia (do Museu Nacional de História Natural e da Ciência da Universidade de Lisboa), passando pelo miradouro de S. Pedro de Alcântara, e termina no miradouro de Santa Catarina (Bairro Alto).   A história da geologia de Lisboa, na perspectiva do risco sísmico, contada com base num percurso pedestre pela cidade, que começa no miradouro do terraço da Astronomia (do Museu Nacional de História Natural e da Ciência), passando pelo miradouro de São Pedro de Alcântara, e termina no miradouro de Santa Catarina Bairro Alto).  Felipe Rosas  António Ribeiro  João Duarte  Joana Reis    Museu Nacional de História Natural e da Ciência da Universidade de Lisboa, Rua da Escola Politécnica, 54 - em frente à bilheteira do Jardim Botânico.  Percurso entre o MUHNAC e o miradouro de Santa Catarina.	0
LIPOR I - Central de Biogás e Central fotovoltaica	A Lipor reconhece as alterações climáticas como um dos maiores desafios atuais, que exige a ação concertada de governos, organizações e cidadãos. Sendo a gestão de resíduos, simultaneamente, uma fonte e um instrumento de mitigação de emissões de gases com efeitos de estufa (GEE), a Lipor reconhece a importância do tema para o sector e para a sua atividade em particular, enquanto organização. A adoção da estratégia Lipor 3M - menos Resíduos, menos Carbono, mais Clima representa o seu compromisso de ação. Integrado no eixo 2 da referida Estratégia 3M, a Lipor, tem vindo a implementar medidas internas de redução de emissões, incluindo a definição de objetivos quantificados e a monitorização do respetivo cumprimento. A promoção de energias limpas / renováveis enquadra-se nesta premissa. Constituem exemplos dessa prática as seguintes unidades: a Central de Valorização Energética do Biogás de Aterro e a Central Fotovoltaica.  A Lipor tem vindo a implementar medidas internas de redução de emissões, incluindo a definição de objetivos quantificados e a monitorização do respetivo cumprimento. A promoção de energias limpas / renováveis enquadra-se nesta premissa. Constituem exemplos dessa prática as seguintes unidades: a Central de Valorização Energética do Biogás de Aterro e a Central Fotovoltaica.  Miguel Silva, Rosa Veloso  Nas instalações da LIPOR, sitas em Baguim do Monte, Gondomar.	0
Observar a conquista da terra e do ar no Gerês	A observação de anfíbios, répteis e aves permite perceber o processo de conquista desenvolvido pelas diferentes formas de vida, no seu percurso entre a água, a terra e o ar. Através da explicação das adaptações básicas que permitiram esta evolução, e ao longo de um passeio relaxado e de fruição do espaço natural, iremos descobrir e identificar diferentes espécies faunísticas típicas da região de Barroso/Gerês, onde se incluem várias espécies ameaçadas ou com uma distribuição restrita. Serão dadas informações acerca da ecologia de cada uma delas, referindo-se também a vertente folclórica que as reveste, e que assume especial importância no caso dos anfíbios e répteis.  Entre outros assuntos, serão abordados temas como:  - caracterização dos anfíbios, répteis e aves e a sua posição na escala evolutiva   - biologia, ecologia e importância conservacionista das diferentes espécies observadas.  - relação entre os diferentes habitats visitados e as espécies de anfíbios, répteis e aves que os ocupam   - especificidade ecológica e importância da região visitada no que concerne ao património faunístico.    A observação de anfíbios, répteis e aves permite perceber a conquista da terra e do ar. Num percurso pelas paisagens serranas do Gerês, vamos encontrar e observar muitas espécies raras e ameaçadas, percebendo este processo evolutivo.  Sérgio Bruno Ribeiro  Ecomuseu de Barroso  Terreiro do Açougue n.º 11  5470-251 Montalegre  	0
Sal e salinas: visita a um sistema de salinas tradicional	A paisagem de Tavira confunde-se com a história do sal. A tecnologia ancestral adaptada à paisagem da Ria Formosa faz das salinas autênticos laboratórios de química ao ar livre. Descubra como este ambiente humanizado é importante para várias espécies de aves e de seres vivos microscópicos. Acompanhe-nos neste percurso e conheça o processo de cristalização que origina os diferentes tipos de sal.  Dois elementos do Centro Ciência Viva de Tavira  Estacionamento em terra batida junto à rotunda do Centro Comercial Tavira Gran-Plaza  Salinas de Vale Caranguejo	0
Olhos de Água: só “olheiros” ou mais alguma coisa?	A praia dos Olhos de Água, localizada no concelho de Albufeira, é associada aos “olheiros” que correspondem a nascentes perenes de água doce na zona de praia e no mar, as quais são pontos de descarga do sistema aquífero Albufeira – Ribeira de Quarteira. A partir desta praia é possível realizar um enquadramento geológico e geomorfológico do Litoral Algarvio – para leste desenvolve-se um litoral essencialmente arenoso constituído por rochas de idade Pliocénico-Quaternário e onde as arribas começam a ser substituídas por dunas e ilhas-barreira  enquanto para oeste até Porto de Mós (Lagos) desenvolve-se um litoral de arribas esculpidas essencialmente em rochas carbonatadas de idade Miocénico Inferior e Médio. É também nesta zona que ocorre a transição entre o Sotavento (oriental) e o Barlavento (ocidental) do Litoral Algarvio. Na praia dos Olhos de Água, ao nível da geologia, é possível explorar questões associadas a estratigrafia, sedimentologia, paleontologia, paleoambientes, alterações climáticas, dinâmica litoral, utilização e ocupação do território, entre outros aspetos. Por outro lado, um olhar mais atento num litoral rochoso, como é o caso da praia dos Olhos de Água, permite também a observação e identificação de uma multiplicidade de particularidades a nível biológico. A zona entre-marés estabelece a transição entre o ambiente terrestre e o ambiente marinho e as condições ambientais aí dominantes condicionam a biodiversidade, sendo assim possível identificar e explorar a distribuição de certas espécies típicas de um ecossistema costeiro rochoso.  A praia dos Olhos de Água está associada aos “olheiros” que ali existem. Um olhar mais atento permite a observação de diversas particularidades ao nível das rochas, dos fósseis e dos seres vivos que ali habitam, principalmente na zona entre-marés. Aventura-te a procurar, a descobrir e a interpretar connosco os testemunhos da dinâmica do nosso planeta gravados nas rochas da praia dos Olhos de Água!  Hélder Pereira  Francisco Lopes  Acesso pedonal à praia de Olhos de Água  Praia de Olhos de Água (Albufeira)	0
Do tronco à folha	A produção de papel remonta ao Egipto antigo, após milhares de anos em que a produção foi artesanal, inicia-se no final do séc. XIX a sua produção industrial. Sendo inicialmente um material destinado quase exclusivamente à escrita e impressão, o papel tem hoje muitas e variadas aplicações.  A visita A fábrica de celulose e papel da Celtejo em Vila Velha do Ródão é uma oportunidade de conhecer esta actividade que tem uma importância decisiva na economia portuguesa.  A visita à fábrica de celulose e papel da Celtejo em Vila Velha do Ródão é uma oportunidade para conhecer o processo de transformação da madeira em pasta de celulose e posteriormente em papel, conhecer a tecnologia presente nesta actividade industrial a par do aproveitamento de resíduos florestais e outros para a produção de energia.  Vitor Bairrada  Nádia Jordão  Centro Ciência Viva da Floresta, Estrada nacional 351 - Moitas, Proença-a-Nova	0
Caça ao Antigo Castelo de Miranda do Corvo	A proposta “Caça ao Antigo Castelo de Miranda do Corvo” parte do posto de turismo de Miranda do Corvo e visa estimular, através de um jogo de exploração local, sobretudo a descoberta das diferentes ciências presentes no antigo castelo de Miranda do Corvo e em seu redor.   A Torre dos Sinos de Miranda do Corvo, erguida junto à igreja, é o único testemunho material que se conserva do velho castelo, que outrora integrava a Linha Defensiva do Mondego. O Castelo de Miranda do Corvo já existiria no ano de 998, segundo Mário Jorge Barroca. No ano de 1116 é registado um ataque severo por parte do exército muçulmano à região de Coimbra. Em 1136 recebe de D. Afonso Henriques a carta de foral, com o objetivo de promover o povoamento desta região. Os trabalhos arqueológicos iniciados ao Alto do Calvário desvendaram uma necrópole rupestre (sepulturas escavadas na rocha) ímpar em termos nacionais pelo número de sepulturas (29 no total) e de indivíduos encontrados.   No Alto do Calvário, mercê da recém-descoberta necrópole rupestre, uma das maiores do país, iremos ter o apoio de um historiador, um antropólogo, um arqueólogo e um arquiteto, os quais, juntos, irão desenvolver o associativismo científico em prol de uma descoberta mais enriquecedora para o visitante.  Os participantes serão convidados a descobrir os mistérios das diferentes ciências utilizadas nestes trabalhos: história, arqueologia e a arquitetura. Para tal, como se de laboratórios vivos se tratassem, serão criadas pequenas estações de aprendizagem, recorrendo à observação mas também ao manuseamento de instrumentos de trabalho (quando possível), permitindo aprender pelo toque.   Os participantes serão repartidos por pequenos grupos e acederão a ferramentas que lhes permitirão descobrir diferentes pontos de passagem pela zona do Alto do Calvário e cimo da Vila de Miranda do Corvo. Em cada estação obrigatória terão oportunidade de contactar, observar de perto e, com acompanhamento de um especialista, observar as diferentes ciências a acontecer, ciências que lhes revelarão pistas para prosseguir na Caça ao Castelo. No final faremos ainda um percurso pela flora local até ao último ponto do nosso percurso - a Quinta da Paiva.  Onde pára o Castelo de Miranda? O que dizem as ossadas que dormem no Alto do Calvário há séculos? Que suspiros ecoam da cisterna? Que animais sobrevoariam esta região? Venha descobrir o antigo Castelo de Miranda do Corvo, uma das estruturas da Linha Defensiva do Mondego que, a mando de D. Sesnando, defendeu a reconquista de Coimbra.  Ivânia Monteiro| Ana Figueiredo | António Rodrigues | João Pires  Posto de Turismo de Miranda do Corvo  Posto de Turismo de Miranda do Corvo – Alto do Calvário - Quinta da Paiva	0
